name, currStatus, capital, 证券机构, 会计事务所, 律师事务所, 资产评估机构
吉林奥来德光电材料股份有限公司, 5, 6.773, 申万宏源证券承销保荐有限责任公司, 立信会计师事务所（特殊普通合伙）, 北京德恒律师事务所, 北京经纬仁达资产评估有限公司
浙江海德曼智能装备股份有限公司, 5, 3.2113, 民生证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 浙江天册律师事务所, 坤元资产评估有限公司
江苏固德威电源科技股份有限公司, 5, 6.9325, 东兴证券股份有限公司, 天衡会计师事务所（特殊普通合伙）, 安徽承义律师事务所, 北京天健兴业资产评估有限公司
北京莱伯泰科仪器股份有限公司, 5, 3.6, 招商证券股份有限公司, 信永中和会计师事务所（特殊普通合伙）, 北京市竞天公诚律师事务所, 北京中天华资产评估有限责任公司
深圳市海目星激光智能装备股份有限公司首次公开发行股票并在科创板上市, 5, 8, 中信证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 北京市金杜律师事务所, 中瑞世联资产评估（北京）有限公司
苏州绿的谐波传动科技股份有限公司, 5, 5.4645, 国泰君安证券股份有限公司, 天衡会计师事务所（特殊普通合伙）, 北京市君合律师事务所, 北京天健兴业资产评估有限公司
圣湘生物科技股份有限公司, 5, 5.5658, 西部证券股份有限公司, 中审众环会计师事务所（特殊普通合伙）, 湖南启元律师事务所, 北京亚超资产评估有限公司
成都苑东生物制药股份有限公司, 5, 11.61, 中信证券股份有限公司, 中汇会计师事务所（特殊普通合伙）, 北京国枫律师事务所, 天源资产评估有限公司
北京铁科首钢轨道技术股份有限公司, 5, 7.4631, 中信建投证券股份有限公司, 中兴财光华会计师事务所（特殊普通合伙）, 北京海润天睿律师事务所, 中水致远资产评估有限公司
北京键凯科技股份有限公司, 5, 3.2, 中信证券股份有限公司, 普华永道中天会计师事务所（特殊普通合伙）, 北京安杰律师事务所, 北京北方亚事资产评估事务所（特殊普通合伙）
上海正帆科技股份有限公司, 5, 4.4234, 国泰君安证券股份有限公司, 容诚会计师事务所（特殊普通合伙）, 国浩律师（上海）事务所, 银信资产评估有限公司
江苏中信博新能源科技股份有限公司, 5, 6.8138, 安信证券股份有限公司, 立信会计师事务所（特殊普通合伙）, 北京海润天睿律师事务所, 中水致远资产评估有限公司
浙江瑞晟智能科技股份有限公司, 5, 3.9758, 民生证券股份有限公司, 众华会计师事务所（特殊普通合伙）, 上海市嘉华律师事务所, 万邦资产评估有限公司
杭州华光焊接新材料股份有限公司, 5, 3.5552, 中国银河证券股份有限公司, 中汇会计师事务所（特殊普通合伙）, 北京观韬中茂律师事务所, 天源资产评估有限公司
芯原微电子（上海）股份有限公司, 5, 7.9, 招商证券股份有限公司, 德勤华永会计师事务所（特殊普通合伙）, 上海市方达律师事务所, 上海立信资产评估有限公司
郑州信大捷安信息技术股份有限公司首次公开发行股票并在科创板上市, 8, 8.229, 中原证券股份有限公司, 利安达会计师事务所（特殊普通合伙）, 北京市中伦律师事务所, 北京国融兴华资产评估有限责任公司
广州安必平医药科技股份有限公司, 5, 3.7387, 民生证券股份有限公司, 中汇会计师事务所（特殊普通合伙）, 广东信达律师事务所
上海复洁环保科技股份有限公司, 5, 5.0022, 海通证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 北京市大成律师事务所, 坤元资产评估有限公司
昆山龙腾光电股份有限公司, 5, 15, 东吴证券股份有限公司, 大信会计师事务所（特殊普通合伙）, 北京德恒律师事务所, 上海申威资产评估有限公司
北京博睿宏远数据科技股份有限公司, 5, 4.1335, 兴业证券股份有限公司, 立信会计师事务所（特殊普通合伙）, 北京市康达律师事务所, 北京中天华资产评估有限责任公司
苏州敏芯微电子技术股份有限公司, 5, 7.0673, 国泰君安证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 浙江天册律师事务所, 坤元资产评估有限公司
北京亿华通科技股份有限公司, 5, 12, 国泰君安证券股份有限公司, 信永中和会计师事务所（特殊普通合伙）, 北京德恒律师事务所, 银信资产评估有限公司
上海先惠自动化技术股份有限公司, 5, 3.994, 东兴证券股份有限公司, 上会会计师事务所（特殊普通合伙）, 上海市广发律师事务所, 上海申威资产评估有限公司, 上海众华资产评估有限公司
上海凯赛生物技术股份有限公司, 5, 46.9891, 中信证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 上海市锦天城律师事务所, 上海立信资产评估有限公司
康希诺生物股份公司, 5, 10, 中信证券股份有限公司, 普华永道中天会计师事务所（特殊普通合伙）, 北京市天元律师事务所, 坤元资产评估有限公司
南亚新材料科技股份有限公司, 5, 9.2, 光大证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 国浩律师（上海）事务所, 银信资产评估有限公司, 上海申威资产评估有限公司
河南仕佳光子科技股份有限公司, 5, 5, 华泰联合证券有限责任公司, 致同会计师事务所（特殊普通合伙）, 上海市锦天城律师事务所, 北京北方亚事资产评估事务所（特殊普通合伙）
成都盟升电子技术股份有限公司, 5, 5.0784, 华泰联合证券有限责任公司, 立信会计师事务所（特殊普通合伙）, 北京市天元律师事务所
青岛高测科技股份有限公司, 5, 6, 国信证券股份有限公司, 中兴华会计师事务所（特殊普通合伙）, 北京市中伦律师事务所, 中铭国际资产评估（北京）有限责任公司
北京赛科希德科技股份有限公司, 5, 3.7072, 中国国际金融股份有限公司, 容诚会计师事务所（特殊普通合伙）, 北京市中伦律师事务所, 中水致远资产评估有限公司
天能电池集团股份有限公司, 4, 35.9455, 中信证券股份有限公司, 中汇会计师事务所（特殊普通合伙）, 北京市中伦律师事务所, 万隆(上海)资产评估有限公司
奇安信科技集团股份有限公司, 5, 45, 中信建投证券股份有限公司, 信永中和会计师事务所（特殊普通合伙）, 北京金杜（成都）律师事务所, 中瑞世联资产评估集团有限公司, 北京中同华资产评估有限公司
合肥江航飞机装备股份有限公司, 5, 5.3108, 中信证券股份有限公司, 中航证券有限公司, 中审众环会计师事务所（特殊普通合伙）, 北京市嘉源律师事务所, 北京天健兴业资产评估有限公司
爱博诺德（北京）医疗科技股份有限公司, 5, 8.002, 招商证券股份有限公司, 信永中和会计师事务所（特殊普通合伙）, 北京市中伦律师事务所, 北京中和谊资产评估有限公司
贵州白山云科技股份有限公司, 8, 8.43, 中天国富证券有限公司, 华普天健会计师事务所（特殊普通合伙）, 北京市金杜律师事务所, 北京中锋资产评估有限责任公司
无锡德林海环保科技股份有限公司, 5, 4.5017, 申港证券股份有限公司, 信永中和会计师事务所（特殊普通合伙）, 北京市天元律师事务所, 中威正信（北京）资产评估有限公司
深圳市力合微电子股份有限公司, 5, 3.1787, 兴业证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 北京市中伦律师事务所, 国众联资产评估土地房地产估价有限公司
安徽大地熊新材料股份有限公司, 5, 3.5236, 华泰联合证券有限责任公司, 容诚会计师事务所（特殊普通合伙）, 安徽承义律师事务所, 安徽中联国信资产评估有限责任公司
中芯国际集成电路制造有限公司, 5, 200, 中国国际金融股份有限公司, 海通证券股份有限公司, 普华永道中天会计师事务所（特殊普通合伙）, 上海市锦天城律师事务所
无锡芯朋微电子股份有限公司, 5, 5.6577, 华林证券股份有限公司, 江苏公证天业会计师事务所（特殊普通合伙）, 江苏世纪同仁律师事务所, 江苏中企华中天资产评估有限公司
三生国健药业（上海）股份有限公司, 5, 31.8276, 华泰联合证券有限责任公司, 安永华明会计师事务所（特殊普通合伙）, 北京市中伦律师事务所, 上海东洲资产评估有限公司
南京伟思医疗科技股份有限公司, 5, 4.6686, 长江证券承销保荐有限公司, 天衡会计师事务所（特殊普通合伙）, 江苏世纪同仁律师事务所, 北京天健兴业资产评估有限公司
中科寒武纪科技股份有限公司, 5, 28.0063, 中信证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 北京市中伦律师事务所, 中资资产评估有限公司
江苏艾迪药业股份有限公司, 5, 7.461, 华泰联合证券有限责任公司, 容诚会计师事务所（特殊普通合伙）, 上海澄明则正律师事务所, 厦门市大学资产评估土地房地产估价有限责任公司
北京慧辰资道资讯股份有限公司, 5, 5.3258, 中信证券股份有限公司, 普华永道中天会计师事务所（特殊普通合伙）, 北京市金杜律师事务所, 山东正源和信资产评估有限公司
济南恒誉环保科技股份有限公司首次公开发行股票并在科创板上市项目, 5, 6.3318, 中国民族证券有限责任公司, 天职国际会计师事务所（特殊普通合伙）, 北京德恒律师事务所, 沃克森（北京）国际资产评估有限公司
深圳震有科技股份有限公司, 5, 5.451, 中信证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 国浩律师（深圳）事务所, 万隆(上海)资产评估有限公司, 北京国友大正资产评估有限公司
埃夫特智能装备股份有限公司, 5, 13, 国信证券股份有限公司, 华普天健会计师事务所（特殊普通合伙）, 北京市竞天公诚律师事务所, 中水致远资产评估有限公司
山大地纬软件股份有限公司, 5, 3.7882, 民生证券股份有限公司, 大华会计师事务所（特殊普通合伙）, 北京市康达律师事务所, 中铭国际资产评估（北京）有限责任公司
中科星图股份有限公司, 5, 7, 中信建投证券股份有限公司, 立信会计师事务所（特殊普通合伙）, 北京市君合律师事务所, 北京北方亚事资产评估事务所（特殊普通合伙）, 中京民信(北京)资产评估有限公司
江苏云涌电子科技股份有限公司, 5, 3.1876, 浙商证券股份有限公司, 中天运会计师事务所（特殊普通合伙）, 国浩律师（南京）事务所, 中联资产评估集团有限公司
微创（上海）网络技术股份有限公司首次公开发行股票并在科创板上市项目, 8, 4.9769, 中国银河证券股份有限公司, 天职国际会计师事务所（特殊普通合伙）, 国浩律师（上海）事务所, 上海财瑞资产评估有限公司
南京迪威尔高端制造股份有限公司, 5, 5.3215, 华泰联合证券有限责任公司, 江苏公证天业会计师事务所（特殊普通合伙）, 国浩律师（南京）事务所, 江苏金证通资产评估房地产估价有限公司
科大国盾量子技术股份有限公司, 5, 3.0363, 国元证券股份有限公司, 华普天健会计师事务所（特殊普通合伙）, 安徽天禾律师事务所, 安徽中联国信资产评估有限责任公司, 北京经纬仁达资产评估有限公司
北京天智航医疗科技股份有限公司, 5, 4.52, 中信建投证券股份有限公司, 上会会计师事务所（特殊普通合伙）, 北京德恒律师事务所
安徽皖仪科技股份有限公司, 5, 2.5559, 光大证券股份有限公司, 容诚会计师事务所（特殊普通合伙）, 安徽天禾律师事务所, 中水致远资产评估有限公司
广东晶科电子股份有限公司, 8, 2.3912, 中原证券股份有限公司, 立信会计师事务所（特殊普通合伙）, 上海市锦天城律师事务所, 国众联资产评估土地房地产估价有限公司
成都秦川物联网科技股份有限公司, 5, 4.0698, 华安证券股份有限公司, 四川华信（集团）会计师事务所（特殊普通合伙）, 北京市金杜律师事务所, 中联资产评估集团有限公司
南通国盛智能科技集团股份有限公司, 5, 7.6, 申港证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 江苏世纪同仁律师事务所, 万隆(上海)资产评估有限公司
深圳宜搜天下科技股份有限公司, 8, 6.3774, 东莞证券股份有限公司, 安永华明会计师事务所（特殊普通合伙）, 北京市环球律师事务所, 银信资产评估有限公司
苏州金宏气体股份有限公司, 5, 9.9778, 招商证券股份有限公司, 容诚会计师事务所（特殊普通合伙）, 江苏益友天元律师事务所, 中水致远资产评估有限公司
泽达易盛（天津）科技股份有限公司, 5, 4.367, 东兴证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 北京市康达律师事务所, 坤元资产评估有限公司
上海君实生物医药科技股份有限公司, 5, 27, 中国国际金融股份有限公司, 容诚会计师事务所（特殊普通合伙）, 北京市嘉源律师事务所, 中水致远资产评估有限公司
孚能科技（赣州）股份有限公司, 5, 34.3683, 华泰联合证券有限责任公司, 安永华明会计师事务所（特殊普通合伙）, 北京市竞天公诚律师事务所, 中联资产评估集团有限公司
威海市天罡仪表股份有限公司, 8, 3.56, 安信证券股份有限公司, 致同会计师事务所（特殊普通合伙）, 上海市锦天城律师事务所, 北京中天华资产评估有限责任公司
北京神州细胞生物技术集团股份公司, 5, 19.8209, 中国国际金融股份有限公司, 普华永道中天会计师事务所（特殊普通合伙）, 北京市金杜律师事务所, 北京北方亚事资产评估事务所（特殊普通合伙）
河南科隆新能源股份有限公司, 8, 6.13, 民生证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 北京市康达律师事务所, 中联资产评估集团有限公司
深圳市联赢激光股份有限公司, 5, 5.809, 中山证券有限责任公司, 天健会计师事务所（特殊普通合伙）, 北京市天元律师事务所, 开元资产评估有限公司
北京市博汇科技股份有限公司首次公开发行股票并在科创板上市项目, 5, 3.6557, 浙商证券股份有限公司, 天职国际会计师事务所（特殊普通合伙）, 北京海润天睿律师事务所, 北京国融兴华资产评估有限责任公司
上海复旦张江生物医药股份有限公司, 5, 6.5, 海通证券股份有限公司, 普华永道中天会计师事务所（特殊普通合伙）, 上海市方达律师事务所, 上海立信资产评估有限公司
深圳市燕麦科技股份有限公司, 5, 5.3821, 华泰联合证券有限责任公司, 天健会计师事务所（特殊普通合伙）, 广东信达律师事务所, 沃克森（北京）国际资产评估有限公司
湖南松井新材料股份有限公司, 5, 4.2218, 德邦证券股份有限公司, 天职国际会计师事务所（特殊普通合伙）, 湖南启元律师事务所, 沃克森（北京）国际资产评估有限公司
天合光能股份有限公司, 5, 30, 华泰联合证券有限责任公司, 华普天健会计师事务所（特殊普通合伙）, 北京市金杜律师事务所, 江苏中企华中天资产评估有限公司
傲基科技股份有限公司, 8, 17.4398, 华泰联合证券有限责任公司, 大华会计师事务所（特殊普通合伙）, 北京市金杜律师事务所, 开元资产评估有限公司
博众精工科技股份有限公司, 5, 11.0288, 华泰联合证券有限责任公司, 立信会计师事务所（特殊普通合伙）, 上海澄明则正律师事务所, 银信资产评估有限公司
浙江德马科技股份有限公司首次公开发行股票并在科创板上市项目, 5, 3.7798, 光大证券股份有限公司, 信永中和会计师事务所（特殊普通合伙）, 国浩律师（杭州）事务所, 万隆(上海)资产评估有限公司
湖南金博碳素股份有限公司, 5, 3.2151, 海通证券股份有限公司, 天职国际会计师事务所（特殊普通合伙）, 湖南启元律师事务所, 沃克森（北京）国际资产评估有限公司
无锡奥特维科技股份有限公司, 5, 7.64, 信达证券股份有限公司, 立信中联会计师事务所（特殊普通合伙）, 国浩律师（上海）事务所, 银信资产评估有限公司
苏州工业园区凌志软件股份有限公司, 5, 2.6525, 天风证券股份有限公司, 众华会计师事务所（特殊普通合伙）, 上海市锦天城律师事务所, 上海立信资产评估有限公司
江苏吉贝尔药业股份有限公司, 5, 6.9, 国金证券股份有限公司, 信永中和会计师事务所（特殊普通合伙）, 北京市金杜律师事务所, 上海众华资产评估有限公司
金科环境股份有限公司, 5, 7.3943, 招商证券股份有限公司, 大信会计师事务所（特殊普通合伙）, 北京市君合律师事务所, 中京民信(北京)资产评估有限公司
杭州光云科技股份有限公司, 5, 3.4895, 中国国际金融股份有限公司, 立信会计师事务所（特殊普通合伙）, 上海市瑛明律师事务所, 天津中联资产评估有限责任公司, 银信资产评估有限公司
深圳市财富趋势科技股份有限公司, 5, 7.7799, 中国银河证券股份有限公司, 中审众环会计师事务所（特殊普通合伙）, 广东信达律师事务所, 湖北众联资产评估有限公司
成都先导药物开发股份有限公司, 5, 6.6003, 中国国际金融股份有限公司, 德勤华永会计师事务所（特殊普通合伙）, 北京市君合律师事务所, 北京中天华资产评估有限责任公司
上海硅产业集团股份有限公司, 5, 25, 海通证券股份有限公司, 普华永道中天会计师事务所（特殊普通合伙）, 北京市金杜律师事务所, 中联资产评估集团有限公司
上海三友医疗器械股份有限公司, 5, 6, 东方花旗证券有限公司, 立信会计师事务所（特殊普通合伙）, 北京市嘉源律师事务所, 上海立信资产评估有限公司
江苏京源环保股份有限公司, 5, 2.7643, 平安证券股份有限公司, 大华会计师事务所（特殊普通合伙）, 北京德恒律师事务所
开普云信息科技股份有限公司, 5, 4.6133, 国金证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 国浩律师（深圳）事务所, 沃克森（北京）国际资产评估有限公司
湖南南新制药股份有限公司, 5, 6.697, 西部证券股份有限公司, 天职国际会计师事务所（特殊普通合伙）, 湖南启元律师事务所, 沃克森（北京）国际资产评估有限公司
罗克佳华科技集团股份有限公司, 5, 5, 光大证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 北京市天元律师事务所, 中瑞世联资产评估（北京）有限公司
广州宏晟光电科技股份有限公司, 8, 5.9977, 兴业证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 北京市天元律师事务所, 万隆(上海)资产评估有限公司
广州禾信仪器股份有限公司, 8, 3.4628, 国信证券股份有限公司, 天职国际会计师事务所（特殊普通合伙）, 国信信扬律师事务所, 沃克森（北京）国际资产评估有限公司
广东紫晶信息存储技术股份有限公司, 5, 12.0962, 中信建投证券股份有限公司, 致同会计师事务所（特殊普通合伙）, 广东恒益律师事务所, 厦门市大学资产评估土地房地产估价有限责任公司
华润微电子有限公司首次公开发行股票并在科创板上市, 5, 30, 中国国际金融股份有限公司, 天职国际会计师事务所（特殊普通合伙）, 北京市环球律师事务所
北京石头世纪科技股份有限公司, 5, 13.0157, 中信证券股份有限公司, 普华永道中天会计师事务所（特殊普通合伙）, 北京市中伦律师事务所, 中铭国际资产评估（北京）有限责任公司
百奥泰生物制药股份有限公司, 5, 20, 中国国际金融股份有限公司, 安永华明会计师事务所（特殊普通合伙）, 北京市君合律师事务所
锦州神工半导体股份有限公司, 5, 11.02, 国泰君安证券股份有限公司, 大信会计师事务所（特殊普通合伙）, 北京市中伦律师事务所
北京华峰测控技术股份有限公司, 5, 10, 中国国际金融股份有限公司, 大信会计师事务所（特殊普通合伙）, 北京德和衡律师事务所, 北京中同华资产评估有限公司
深圳市道通科技股份有限公司, 5, 6.5001, 中信证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 北京市中伦律师事务所, 中联资产评估集团有限公司
深圳市正弦电气股份有限公司, 3, 3.7267, 国泰君安证券股份有限公司, 立信会计师事务所（特殊普通合伙）, 广东信达律师事务所, 深圳道衡美评国际资产评估有限公司
苏州上声电子股份有限公司, 3, 4.4667, 东吴证券股份有限公司, 安永华明会计师事务所（特殊普通合伙）, 上海市通力律师事务所, 江苏中企华中天资产评估有限公司
北京乐普诊断科技股份有限公司, 1, 4.1141, 国泰君安证券股份有限公司, 立信会计师事务所（特殊普通合伙）, 北京市中伦律师事务所, 中通诚资产评估有限公司
创耀（苏州）通信科技股份有限公司, 1, 3.346, 海通证券股份有限公司, 中汇会计师事务所（特殊普通合伙）, 湖南启元律师事务所, 天源资产评估有限公司
上海电气风电集团股份有限公司, 3, 31.0604, 中信证券股份有限公司, 普华永道中天会计师事务所（特殊普通合伙）, 上海市通力律师事务所, 上海申威资产评估有限公司, 上海东洲资产评估有限公司
固安信通信号技术股份有限公司, 2, 4, 安信证券股份有限公司, 天职国际会计师事务所（特殊普通合伙）, 北京德恒律师事务所, 北京国融兴华资产评估有限责任公司
依图科技有限公司, 2, 75.0455, 国泰君安证券股份有限公司, 天健会计师事务所（特殊普通合伙）, 北京市金杜律师事务所
广州创尔生物技术股份有限公司, 2, 4.5629, 中信证券股份有限公司, 立信会计师事务所（特殊普通合伙）, 北京市中伦律师事务所, 中联国际评估咨询有限公司
艾索信息股份有限公司, 2, 4.2432, 民生证券股份有限公司, 中审众环会计师事务所（特殊普通合伙）, 广东信达律师事务所, 正衡房地产资产评估有限公司
贵州航宇科技发展股份有限公司, 2, 7, 国海证券股份有限公司, 大信会计师事务所（特殊普通合伙）, 国浩律师（深圳）事务所, 国众联资产评估土地房地产估价有限公司
青岛达能环保设备股份有限公司, 2, 3.2523, 中泰证券股份有限公司, 容诚会计师事务所（特殊普通合伙）, 北京海润天睿律师事务所, 厦门市大学资产评估土地房地产估价有限责任公司
深圳瑞华泰薄膜科技股份有限公司, 2, 4, 国信证券股份有限公司, 大信会计师事务所（特殊普通合伙）, 北京市中伦律师事务所, 中联资产评估集团有限公司
北京海天瑞声科技股份有限公司, 3, 7.6594, 华泰联合证券有限责任公司, 毕马威华振会计师事务所（特殊普通合伙）, 北京市天元律师事务所, 亚洲(北京)资产评估有限公司
北京中数智汇科技股份有限公司, 3, 3.7697, 国泰君安证券股份有限公司, 致同会计师事务所（特殊普通合伙）, 北京市中伦律师事务所, 中水致远资产评估有限公司
东软医疗系统股份有限公司, 8, 9.6508, 中国国际金融股份有限公司, 立信会计师事务所（特殊普通合伙）, 北京市金杜律师事务所, 北京中天和资产评估有限公司
长沙兴嘉生物工程股份有限公司, 8, 3.2932, 西部证券股份有限公司, 天职国际会计师事务所（特殊普通合伙）, 湖南启元律师事务所, 开元资产评估有限公司
苏州新锐合金工具股份有限公司, 2, 6.5189, 民生证券股份有限公司, 江苏公证天业会计师事务所（特殊普通合伙）, 上海市锦天城律师事务所, 江苏中企华中天资产评估有限公司
邦彦技术股份有限公司, 2, 8.0241, 国信证券股份有限公司, 立信会计师事务所（特殊普通合伙）, 北京市中伦律师事务所, 国众联资产评估土地房地产估价有限公司
深圳微众信用科技股份有限公司, 2, 2.5923, 中信证券股份有限公司, 毕马威华振会计师事务所（特殊普通合伙）, 北京国枫律师事务所, 深圳市鹏信资产评估土地房地产估价有限公司, 中联资产评估集团有限公司
上海睿昂基因科技股份有限公司, 3, 8.1667, 海通证券股份有限公司, 中汇会计师事务所（特殊普通合伙）, 上海市锦天城律师事务所, 天源资产评估有限公司
广州瑞松智能科技股份有限公司, 5, 3.7504, 广发证券股份有限公司, 立信会计师事务所（特殊普通合伙）, 北京市中伦律师事务所, 国众联资产评估土地房地产估价有限公司
